SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
AIIL, EQ, 12-Feb-2026, 500.95, 500.00, 515.00, 493.65, 496.15, 495.70, 498.51, 276452, 1378.15, 14972, 156068, 56.45
AILIMITED, SM, 12-Feb-2026, 26.10, 27.40, 27.40, 27.40, 27.40, 27.40, 27.40, 4500, 1.23, 3, 4500, 100.00
AIMTRON, ST, 12-Feb-2026, 899.80, 874.65, 899.90, 855.65, 864.95, 861.60, 868.34, 23200, 201.45, 110, 21600, 93.10
AIRAN, EQ, 12-Feb-2026, 18.20, 20.50, 21.68, 20.22, 21.19, 21.29, 21.00, 2432810, 510.80, 8248, 680191, 27.96
AIROLAM, EQ, 12-Feb-2026, 97.99, 97.00, 97.00, 91.00, 93.69, 93.50, 92.50, 5557, 5.14, 166, 3522, 63.38
AISL, SM, 12-Feb-2026, 74.10, 74.90, 74.90, 70.50, 70.50, 72.70, 72.70, 1200, 0.87, 2, 1200, 100.00
AJANTPHARM, EQ, 12-Feb-2026, 2907.80, 2914.90, 2914.90, 2880.10, 2899.90, 2890.00, 2900.21, 53122, 1540.65, 15202, 33739, 63.51
AJAXENGG, EQ, 12-Feb-2026, 514.35, 522.10, 522.10, 496.00, 502.15, 498.80, 501.80, 114720, 575.66, 5069, 80018, 69.75
AJMERA, EQ, 12-Feb-2026, 147.96, 147.40, 147.60, 144.65, 145.00, 145.35, 145.92, 133988, 195.52, 1953, 71223, 53.16
AJOONI, EQ, 12-Feb-2026, 5.11, 5.10, 5.20, 4.95, 5.10, 5.07, 5.06, 503404, 25.50, 736, 325157, 64.59
AKANKSHA, SM, 12-Feb-2026, 76.95, 75.10, 77.00, 74.20, 77.00, 76.60, 75.47, 6000, 4.53, 6, 3000, 50.00
AKASH, EQ, 12-Feb-2026, 24.53, 24.52, 25.27, 24.52, 24.95, 24.95, 24.76, 4369, 1.08, 63, 3638, 83.27
AKG, EQ, 12-Feb-2026, 14.49, 14.69, 14.69, 13.15, 14.46, 14.48, 14.34, 207839, 29.80, 338, 142646, 68.63
AKI, EQ, 12-Feb-2026, 6.58, 6.71, 6.71, 6.41, 6.50, 6.50, 6.60, 15328, 1.01, 127, 13669, 89.18
AKIKO, ST, 12-Feb-2026, 233.70, 222.05, 240.00, 222.05, 223.00, 225.00, 223.52, 28000, 62.59, 29, 27200, 97.14
AKSHAR, EQ, 12-Feb-2026, 0.51, 0.52, 0.52, 0.50, 0.50, 0.51, 0.51, 815215, 4.18, 410, 436260, 53.51
AKSHARCHEM, EQ, 12-Feb-2026, 226.50, 223.62, 230.50, 221.54, 223.00, 224.02, 226.00, 1290, 2.92, 50, 924, 71.63
AKSHOPTFBR, EQ, 12-Feb-2026, 5.39, 5.33, 5.46, 5.15, 5.20, 5.20, 5.22, 237480, 12.39, 765, 157145, 66.17
AKUMS, EQ, 12-Feb-2026, 470.85, 470.00, 472.10, 462.80, 462.80, 464.00, 466.44, 62348, 290.81, 2530, 35744, 57.33
AKZOINDIA, EQ, 12-Feb-2026, 3001.10, 3001.10, 3020.00, 2977.60, 2994.90, 3000.30, 3003.37, 9562, 287.18, 3014, 4951, 51.78
ALANKIT, EQ, 12-Feb-2026, 9.49, 9.51, 9.77, 9.45, 9.45, 9.47, 9.59, 442790, 42.47, 1359, 291249, 65.78
ALBERTDAVD, EQ, 12-Feb-2026, 716.90, 765.05, 779.00, 741.10, 742.00, 743.45, 756.84, 31205, 236.17, 2118, 12560, 40.25
ALCODIS, SM, 12-Feb-2026, 85.70, 80.05, 85.65, 78.05, 85.65, 84.80, 82.46, 4375, 3.61, 6, 4375, 100.00
ALEMBICLTD, EQ, 12-Feb-2026, 99.12, 99.45, 99.56, 98.13, 98.50, 98.58, 98.76, 168717, 166.62, 1286, 105658, 62.62
ALGOQUANT, EQ, 12-Feb-2026, 58.88, 58.88, 59.76, 58.15, 58.74, 58.49, 58.67, 872260, 511.72, 970, 180298, 20.67
ALICON, EQ, 12-Feb-2026, 833.20, 829.05, 848.10, 825.85, 832.00, 832.95, 836.66, 6642, 55.57, 470, 3744, 56.37
ALIVUS, EQ, 12-Feb-2026, 929.40, 925.00, 947.95, 916.05, 924.00, 922.65, 926.98, 30506, 282.79, 3867, 15857, 51.98
ALKALI, EQ, 12-Feb-2026, 71.58, 71.98, 71.98, 69.70, 71.16, 71.06, 70.79, 2870, 2.03, 107, 1424, 49.62
ALKEM, EQ, 12-Feb-2026, 5890.00, 5894.00, 5906.00, 5810.00, 5857.00, 5870.50, 5861.11, 70024, 4104.18, 12477, 27026, 38.60
ALKYLAMINE, EQ, 12-Feb-2026, 1576.40, 1572.80, 1573.90, 1525.00, 1525.00, 1537.80, 1547.55, 38263, 592.14, 5458, 18963, 49.56
ALLCARGO, EQ, 12-Feb-2026, 9.82, 9.85, 9.88, 9.55, 9.55, 9.59, 9.67, 5479826, 529.81, 9378, 3151398, 57.51
ALLDIGI, EQ, 12-Feb-2026, 871.90, 864.95, 869.75, 823.60, 830.00, 842.05, 841.88, 18996, 159.92, 2054, 12702, 66.87
ALLETEC, SM, 12-Feb-2026, 179.95, 175.10, 185.30, 175.00, 183.75, 183.35, 180.05, 29200, 52.58, 58, 24000, 82.19
ALLTIME, EQ, 12-Feb-2026, 265.18, 261.20, 267.90, 260.55, 263.25, 263.71, 264.39, 42748, 113.02, 1673, 18749, 43.86
ALMONDZ, EQ, 12-Feb-2026, 15.20, 16.10, 16.79, 15.57, 16.00, 15.87, 16.15, 268661, 43.40, 1189, 152221, 56.66
ALOKINDS, EQ, 12-Feb-2026, 15.82, 15.82, 15.94, 15.48, 15.55, 15.60, 15.58, 4242404, 661.09, 9312, 1587312, 37.42
ALPA, EQ, 12-Feb-2026, 72.05, 70.51, 71.51, 66.55, 68.52, 68.98, 69.06, 18012, 12.44, 704, 9968, 55.34
ALPEXSOLAR, SM, 12-Feb-2026, 904.95, 905.05, 905.05, 865.00, 874.95, 870.95, 875.41, 44400, 388.68, 356, 29800, 67.12
ALPHA, EQ, 12-Feb-2026, 48.79, 48.79, 49.18, 48.55, 49.00, 49.08, 48.94, 1612662, 789.21, 2469, 1332255, 82.61
ALPHAETF, EQ, 12-Feb-2026, 25.61, 24.96, 25.84, 24.96, 25.80, 25.80, 25.70, 1249007, 321.05, 987, 540226, 43.25
ALPHAGEO, EQ, 12-Feb-2026, 227.60, 222.11, 229.99, 218.05, 218.08, 219.10, 221.12, 5790, 12.80, 353, 3656, 63.14
ALPL30IETF, EQ, 12-Feb-2026, 28.01, 28.01, 28.26, 27.99, 28.15, 28.18, 28.15, 915388, 257.65, 1232, 500573, 54.68
ALUWIND, SM, 12-Feb-2026, 62.95, 60.00, 63.80, 59.10, 63.80, 63.80, 60.29, 52500, 31.65, 23, 45000, 85.71
AMAGI, EQ, 12-Feb-2026, 409.50, 424.00, 434.95, 380.10, 383.00, 386.30, 407.64, 1551603, 6324.96, 44197, 448679, 28.92
AMANTA, EQ, 12-Feb-2026, 109.16, 108.00, 110.65, 106.00, 108.80, 108.56, 108.71, 65247, 70.93, 727, 36861, 56.49
AMBER, EQ, 12-Feb-2026, 7696.00, 7650.00, 7862.00, 7636.50, 7788.00, 7784.50, 7791.63, 620234, 48326.33, 70076, 194250, 31.32
AMBEY, SM, 12-Feb-2026, 31.75, 32.25, 33.00, 32.00, 32.50, 32.50, 32.33, 26000, 8.41, 7, 26000, 100.00
AMBICAAGAR, EQ, 12-Feb-2026, 24.26, 25.40, 25.40, 24.17, 24.56, 25.03, 25.04, 4103, 1.03, 63, 3518, 85.74
AMBIKCO, EQ, 12-Feb-2026, 1351.90, 1351.90, 1398.30, 1343.10, 1375.00, 1377.70, 1373.74, 18841, 258.83, 1477, 11758, 62.41
AMBUJACEM, EQ, 12-Feb-2026, 541.25, 541.00, 541.00, 529.00, 533.00, 532.85, 534.09, 953137, 5090.63, 18677, 501094, 52.57
AMCL, ST, 12-Feb-2026, 307.20, 307.20, 307.20, 307.20, 307.20, 307.20, 307.20, 800, 2.46, 1, 800, 100.00
AMDIND, EQ, 12-Feb-2026, 44.91, 44.50, 44.90, 44.15, 44.25, 44.24, 44.43, 4040, 1.79, 96, 3117, 77.15
AMEYA, SM, 12-Feb-2026, 88.10, 88.20, 92.50, 86.00, 86.00, 86.50, 88.82, 13000, 11.55, 8, 9000, 69.23
AMJLAND, EQ, 12-Feb-2026, 40.76, 40.11, 41.40, 39.40, 39.43, 39.75, 39.99, 80257, 32.09, 1990, 40972, 51.05
AMNPLST, EQ, 12-Feb-2026, 172.45, 171.11, 176.97, 171.00, 175.11, 174.15, 173.50, 2793, 4.85, 116, 1143, 40.92
AMRUTANJAN, EQ, 12-Feb-2026, 648.40, 642.20, 645.15, 635.00, 635.25, 636.60, 638.20, 4527, 28.89, 558, 2369, 52.33
ANANDRATHI, EQ, 12-Feb-2026, 3017.10, 3019.80, 3019.80, 2960.00, 2991.60, 2986.70, 2984.09, 125590, 3747.72, 12092, 81666, 65.03
ANANTAM, IV, 12-Feb-2026, 103.48, 104.99, 104.99, 103.36, 103.50, 103.50, 103.50, 19492, 20.17, 87, 19488, 99.98
ANANTRAJ, EQ, 12-Feb-2026, 564.05, 560.85, 564.00, 547.00, 549.30, 548.85, 552.54, 1892370, 10456.01, 37647, 918191, 48.52
ANDHRAPAP, EQ, 12-Feb-2026, 68.31, 69.00, 71.68, 68.50, 70.01, 69.88, 70.40, 551146, 387.99, 4310, 389746, 70.72
ANDHRSUGAR, EQ, 12-Feb-2026, 73.04, 72.10, 76.25, 72.10, 75.20, 74.89, 74.75, 251260, 187.81, 2365, 128346, 51.08
ANGELONE, EQ, 12-Feb-2026, 2781.10, 2768.00, 2768.00, 2705.30, 2755.80, 2752.00, 2735.24, 458423, 12538.97, 24059, 123781, 27.00
ANIKINDS, EQ, 12-Feb-2026, 46.68, 48.00, 48.00, 46.05, 47.00, 46.92, 46.86, 5643, 2.64, 95, 3930, 69.64
ANKITMETAL, BZ, 12-Feb-2026, 1.71, 1.71, 1.72, 1.69, 1.72, 1.71, 1.70, 77820, 1.32, 46, -, -
ANLON, SM, 12-Feb-2026, 385.55, 397.90, 397.95, 390.10, 395.00, 395.00, 395.48, 3200, 12.66, 7, 2000, 62.50
ANMOL, EQ, 12-Feb-2026, 11.99, 12.04, 12.08, 11.88, 12.00, 12.00, 11.95, 25836, 3.09, 184, 18609, 72.03
ANNAPURNA, SM, 12-Feb-2026, 194.60, 193.10, 197.95, 190.15, 195.50, 192.15, 194.34, 29000, 56.36, 65, 23250, 80.17
ANONDITA, ST, 12-Feb-2026, 825.10, 810.00, 850.10, 786.00, 850.00, 842.85, 826.54, 43000, 355.41, 37, 36000, 83.72
ANSALAPI, BZ, 12-Feb-2026, 3.21, 3.27, 3.27, 3.27, 3.27, 3.27, 3.27, 18872, 0.62, 9, -, -
ANTELOPUS, EQ, 12-Feb-2026, 563.05, 564.95, 598.00, 560.00, 587.95, 588.10, 585.15, 339871, 1988.74, 9235, 85628, 25.19
ANTGRAPHIC, EQ, 12-Feb-2026, 0.94, 0.94, 0.95, 0.91, 0.94, 0.94, 0.94, 126447, 1.19, 204, 109637, 86.71
ANTHEM, EQ, 12-Feb-2026, 692.15, 691.55, 705.60, 685.95, 703.55, 703.40, 701.16, 381874, 2677.57, 19780, 242178, 63.42
ANUHPHR, EQ, 12-Feb-2026, 82.76, 82.31, 83.49, 81.54, 81.56, 81.74, 81.98, 24873, 20.39, 518, 15927, 64.03
ANUP, EQ, 12-Feb-2026, 2081.20, 2062.00, 2078.80, 2030.00, 2048.90, 2046.40, 2051.57, 13996, 287.14, 3169, 6141, 43.88
ANURAS, EQ, 12-Feb-2026, 1362.80, 1362.80, 1407.00, 1344.10, 1364.00, 1368.20, 1382.85, 491244, 6793.15, 20037, 264488, 53.84
ANYA, SM, 12-Feb-2026, 20.60, 22.00, 22.00, 20.60, 20.60, 20.60, 21.53, 15000, 3.23, 3, 10000, 66.67
ANZEN, IV, 12-Feb-2026, 117.50, 118.00, 118.00, 118.00, 118.00, 118.00, 118.00, 25000, 29.50, 1, 25000, 100.00
AONEGOLD, EQ, 12-Feb-2026, 14.45, 14.60, 14.70, 14.41, 14.47, 14.49, 14.50, 1364393, 197.88, 3796, 770186, 56.45
AONELIQUID, EQ, 12-Feb-2026, 1046.46, 1046.62, 1046.62, 1046.60, 1046.62, 1046.61, 1046.61, 8707, 91.13, 131, 6393, 73.42
AONENIFTY, EQ, 12-Feb-2026, 10.64, 10.90, 10.90, 10.32, 10.62, 10.59, 10.60, 198357, 21.03, 1891, 113617, 57.28
AONETMMQ50, EQ, 12-Feb-2026, 9.88, 9.92, 9.93, 9.81, 9.93, 9.90, 9.87, 322794, 31.86, 205, 311023, 96.35
AONETOTAL, EQ, 12-Feb-2026, 11.99, 11.69, 12.29, 11.69, 11.93, 11.96, 11.96, 231777, 27.72, 1659, 118056, 50.94
APARINDS, EQ, 12-Feb-2026, 9580.00, 9640.50, 9640.50, 9402.00, 9503.50, 9525.50, 9512.21, 30196, 2872.31, 7238, 15265, 50.55
APCL, EQ, 12-Feb-2026, 143.01, 143.00, 143.21, 137.01, 141.66, 139.59, 139.49, 3171, 4.42, 353, 1542, 48.63
APCOTEXIND, EQ, 12-Feb-2026, 370.75, 368.00, 376.80, 367.40, 375.00, 375.05, 371.88, 14401, 53.55, 498, 9898, 68.73
APEX, EQ, 12-Feb-2026, 373.00, 378.00, 447.60, 374.50, 447.60, 443.60, 427.80, 12824929, 54864.68, 146035, 1111938, 8.67
APEXECO, SM, 12-Feb-2026, 132.00, 121.15, 139.00, 120.00, 135.00, 135.00, 127.33, 22400, 28.52, 23, 11200, 50.00
APLAPOLLO, EQ, 12-Feb-2026, 2280.80, 2293.30, 2301.40, 2259.00, 2265.00, 2272.90, 2282.89, 2136876, 48782.63, 44698, 1718710, 80.43
APLLTD, EQ, 12-Feb-2026, 804.35, 790.00, 802.25, 786.00, 791.00, 789.90, 790.88, 20307, 160.60, 2306, 10877, 53.56
APOLLO, EQ, 12-Feb-2026, 240.40, 241.00, 244.25, 238.35, 240.25, 240.80, 241.96, 1843866, 4461.50, 22349, 581513, 31.54
APOLLOHOSP, EQ, 12-Feb-2026, 7507.00, 7512.00, 7579.50, 7410.00, 7542.00, 7539.00, 7508.92, 434146, 32599.67, 48318, 207484, 47.79
APOLLOPIPE, EQ, 12-Feb-2026, 310.50, 310.40, 325.50, 300.40, 318.75, 315.00, 312.38, 375338, 1172.47, 10256, 117630, 31.34
APOLLOTYRE, EQ, 12-Feb-2026, 509.50, 512.00, 512.00, 497.05, 498.95, 498.75, 501.53, 745770, 3740.26, 19809, 401551, 53.84
APOLSINHOT, EQ, 12-Feb-2026, 1286.20, 1308.00, 1308.00, 1267.00, 1267.00, 1279.60, 1287.05, 408, 5.25, 136, 199, 48.77
APRAMEYA, SM, 12-Feb-2026, 237.50, 231.05, 235.00, 224.50, 231.00, 228.65, 231.40, 22500, 52.07, 35, 15500, 68.89
APS, SM, 12-Feb-2026, 385.80, 380.55, 385.00, 371.10, 371.50, 373.15, 374.33, 15250, 57.09, 59, 9250, 60.66
APTECHT, EQ, 12-Feb-2026, 93.13, 93.40, 94.74, 90.35, 90.90, 91.23, 92.40, 331400, 306.22, 4673, 132242, 39.90
APTUS, EQ, 12-Feb-2026, 258.15, 258.90, 258.90, 251.40, 252.00, 252.05, 254.04, 1011993, 2570.84, 26045, 630833, 62.34
AQYLON, BE, 12-Feb-2026, 1999.90, 2000.10, 2049.90, 1906.50, 1915.00, 1914.90, 1923.64, 10502, 202.02, 476, -, -
ARABIAN, SM, 12-Feb-2026, 68.80, 68.00, 68.00, 68.00, 68.00, 68.00, 68.00, 2000, 1.36, 1, 2000, 100.00
ARCHIDPLY, EQ, 12-Feb-2026, 88.47, 86.31, 90.99, 86.31, 89.59, 88.40, 88.34, 5107, 4.51, 267, 2742, 53.69
ARCHIES, EQ, 12-Feb-2026, 17.48, 17.52, 17.52, 16.60, 16.65, 16.77, 16.98, 39646, 6.73, 151, 23916, 60.32
ARCIIL, SM, 12-Feb-2026, 48.75, 48.90, 52.50, 48.90, 51.00, 51.40, 50.73, 35000, 17.76, 34, 29000, 82.86
ARE&M, EQ, 12-Feb-2026, 911.70, 870.30, 884.00, 855.05, 857.00, 861.45, 868.72, 1065293, 9254.36, 46197, 429263, 40.30
ARENTERP, EQ, 12-Feb-2026, 43.03, 42.75, 43.55, 40.01, 40.75, 41.85, 41.84, 1365, 0.57, 53, 1309, 95.90
ARFIN, EQ, 12-Feb-2026, 75.78, 76.22, 76.22, 74.55, 74.60, 75.62, 75.71, 499635, 378.27, 2646, 100896, 20.19
ARHAM, ST, 12-Feb-2026, 142.85, 142.80, 143.50, 139.00, 140.00, 140.00, 141.65, 24000, 34.00, 20, 20000, 83.33
ARIES, EQ, 12-Feb-2026, 336.40, 337.00, 368.00, 332.00, 352.80, 351.60, 354.52, 155005, 549.52, 3361, 73366, 47.33
ARIHANTACA, SM, 12-Feb-2026, 452.00, 452.00, 452.00, 450.00, 450.00, 450.00, 450.67, 1200, 5.41, 3, 1200, 100.00
ARIHANTCAP, EQ, 12-Feb-2026, 77.69, 77.50, 77.94, 75.60, 75.60, 75.81, 76.32, 210316, 160.52, 1719, 80798, 38.42
ARIHANTSUP, EQ, 12-Feb-2026, 281.15, 281.15, 284.30, 272.85, 282.00, 282.35, 279.75, 58960, 164.94, 1199, 27959, 47.42
ARIS, EQ, 12-Feb-2026, 100.70, 103.00, 103.77, 97.71, 102.50, 102.08, 100.71, 1895793, 1909.33, 11460, 770293, 40.63
ARISTO, SM, 12-Feb-2026, 86.45, 90.00, 90.75, 90.00, 90.75, 90.75, 90.50, 2400, 2.17, 3, 2400, 100.00
ARKADE, EQ, 12-Feb-2026, 123.29, 123.50, 123.59, 120.51, 120.67, 121.22, 121.44, 176941, 214.88, 2409, 82074, 46.38
ARMANFIN, EQ, 12-Feb-2026, 1600.50, 1613.00, 1639.00, 1556.30, 1620.00, 1622.20, 1619.32, 68765, 1113.52, 3869, 44460, 64.65
ARMOUR, SM, 12-Feb-2026, 28.55, 29.00, 29.00, 27.65, 28.75, 28.30, 28.11, 52000, 14.62, 21, 38000, 73.08
AROGRANITE, EQ, 12-Feb-2026, 29.04, 29.04, 29.68, 29.00, 29.10, 29.10, 29.33, 22638, 6.64, 90, 10465, 46.23
ARROWGREEN, EQ, 12-Feb-2026, 451.65, 450.00, 456.95, 439.40, 443.45, 443.60, 443.23, 7498, 33.23, 634, 4435, 59.15
ARSHIYA, BZ, 12-Feb-2026, 1.32, 1.35, 1.38, 1.26, 1.36, 1.36, 1.36, 215689, 2.94, 107, -, -
ARSSBL, EQ, 12-Feb-2026, 576.30, 576.00, 576.30, 565.80, 572.00, 572.80, 570.44, 217552, 1241.01, 6517, 100210, 46.06
ARTEMISMED, EQ, 12-Feb-2026, 235.44, 235.99, 249.00, 233.60, 243.80, 244.81, 243.02, 413417, 1004.67, 8347, 193278, 46.75
ARTNIRMAN, EQ, 12-Feb-2026, 43.90, 43.90, 44.90, 43.90, 44.11, 44.11, 44.01, 113, 0.05, 6, 113, 100.00
ARUNAYA, SM, 12-Feb-2026, 19.00, 19.00, 20.50, 19.00, 20.50, 20.45, 19.82, 22000, 4.36, 9, 22000, 100.00
ARVEE, BE, 12-Feb-2026, 157.01, 159.99, 159.99, 153.00, 159.55, 159.54, 156.27, 353, 0.55, 18, -, -
ARVIND, EQ, 12-Feb-2026, 359.00, 359.00, 371.50, 356.05, 366.90, 366.15, 366.46, 809483, 2966.39, 22108, 294476, 36.38
ARVINDFASN, EQ, 12-Feb-2026, 480.65, 481.95, 486.20, 472.10, 483.00, 483.85, 482.26, 203798, 982.84, 11169, 92067, 45.18
ARVINDPORT, SM, 12-Feb-2026, 32.55, 31.05, 33.50, 30.95, 31.30, 31.30, 31.61, 52500, 16.60, 29, 37500, 71.43
ARVSMART, EQ, 12-Feb-2026, 581.20, 587.20, 587.20, 566.65, 566.65, 570.75, 576.11, 15439, 88.95, 1758, 4991, 32.33
ASAHIINDIA, EQ, 12-Feb-2026, 979.60, 975.10, 979.60, 965.20, 973.80, 972.90, 971.21, 19427, 188.68, 3213, 7502, 38.62
ASAHISONG, EQ, 12-Feb-2026, 232.92, 234.52, 235.25, 231.12, 235.00, 233.65, 233.93, 4541, 10.62, 161, 3081, 67.85
ASAL, EQ, 12-Feb-2026, 460.00, 465.50, 465.50, 456.00, 458.65, 460.95, 460.60, 8175, 37.65, 723, 4354, 53.26
ASALCBR, EQ, 12-Feb-2026, 878.35, 884.85, 908.45, 863.30, 894.40, 890.60, 893.41, 78364, 700.12, 4069, 36939, 47.14
ASCOM, ST, 12-Feb-2026, 175.00, 175.00, 180.00, 175.00, 180.00, 180.00, 177.11, 4500, 7.97, 6, 4500, 100.00
ASHALOG, SM, 12-Feb-2026, 62.75, 63.00, 65.00, 63.00, 65.00, 64.65, 64.24, 4000, 2.57, 4, 4000, 100.00
ASHAPURMIN, EQ, 12-Feb-2026, 625.95, 624.05, 624.05, 568.00, 569.90, 575.20, 588.58, 1805934, 10629.43, 43007, 813225, 45.03
ASHIANA, EQ, 12-Feb-2026, 344.05, 345.00, 362.75, 338.05, 340.50, 342.85, 347.40, 1339029, 4651.72, 26062, 128637, 9.61
ASHIMASYN, EQ, 12-Feb-2026, 17.16, 17.16, 17.94, 16.11, 17.14, 16.88, 16.94, 77789, 13.18, 571, 64160, 82.48
ASHOKA, EQ, 12-Feb-2026, 160.21, 158.50, 160.90, 156.00, 157.80, 158.20, 158.04, 549622, 868.60, 7184, 223662, 40.69
ASHOKAMET, EQ, 12-Feb-2026, 14.01, 13.90, 14.30, 13.87, 14.20, 14.21, 13.98, 30809, 4.31, 137, 23601, 76.60
ASHOKLEY, EQ, 12-Feb-2026, 206.35, 206.40, 212.35, 204.63, 210.99, 211.02, 209.70, 36604082, 76756.94, 198710, 12138085, 33.16
ASHWINI, SM, 12-Feb-2026, 136.00, 136.50, 136.50, 135.00, 135.00, 135.00, 135.75, 2000, 2.72, 2, 2000, 100.00
ASIANENE, EQ, 12-Feb-2026, 285.05, 288.80, 291.00, 276.20, 280.95, 282.70, 282.45, 102645, 289.92, 2329, 46301, 45.11
ASIANHOTNR, EQ, 12-Feb-2026, 299.65, 297.05, 299.30, 286.30, 288.00, 287.90, 292.95, 15653, 45.86, 620, 5528, 35.32
ASIANPAINT, EQ, 12-Feb-2026, 2392.50, 2398.00, 2413.90, 2377.00, 2410.10, 2410.50, 2400.90, 607767, 14591.85, 48028, 330215, 54.33
ASIANTILES, EQ, 12-Feb-2026, 71.44, 71.01, 72.43, 69.45, 71.01, 71.42, 70.91, 6413722, 4548.20, 16752, 2346637, 36.59
ASKAUTOLTD, EQ, 12-Feb-2026, 449.85, 451.60, 451.65, 439.00, 440.00, 440.65, 443.35, 87082, 386.08, 5942, 53780, 61.76
ASMS, EQ, 12-Feb-2026, 11.05, 11.20, 12.27, 10.78, 12.05, 12.16, 11.70, 6278295, 734.46, 12086, 2149941, 34.24
ASPINWALL, EQ, 12-Feb-2026, 226.35, 228.34, 230.99, 223.51, 229.00, 227.94, 227.49, 1105, 2.51, 49, 705, 63.80
ASPIRE, SM, 12-Feb-2026, 15.75, 16.25, 16.25, 16.25, 16.25, 16.25, 16.25, 4000, 0.65, 2, 2000, 50.00
ASTEC, EQ, 12-Feb-2026, 621.90, 621.90, 661.00, 616.95, 647.55, 648.45, 643.72, 161257, 1038.05, 5952, 45413, 28.16
ASTERDM, EQ, 12-Feb-2026, 600.40, 602.00, 608.60, 594.90, 602.15, 602.85, 602.01, 814850, 4905.49, 26269, 463391, 56.87
ASTRAL, EQ, 12-Feb-2026, 1592.10, 1594.90, 1615.50, 1578.00, 1589.00, 1591.60, 1597.98, 1241019, 19831.23, 53361, 640409, 51.60
ASTRAMICRO, EQ, 12-Feb-2026, 898.40, 893.00, 919.55, 872.75, 908.00, 907.50, 891.34, 451301, 4022.61, 24932, 168852, 37.41
ASTRAZEN, EQ, 12-Feb-2026, 9068.00, 8790.00, 8847.50, 8613.00, 8830.00, 8824.00, 8730.91, 32398, 2828.64, 6985, 8314, 25.66
ASTRON, EQ, 12-Feb-2026, 4.22, 4.38, 4.38, 4.02, 4.02, 4.05, 4.10, 182992, 7.50, 361, 116008, 63.40
ATALREAL, EQ, 12-Feb-2026, 26.60, 26.70, 27.39, 26.35, 26.45, 26.57, 26.87, 1801131, 484.02, 2651, 348446, 19.35
ATAM, EQ, 12-Feb-2026, 74.61, 74.62, 75.00, 73.60, 74.89, 74.76, 74.52, 6739, 5.02, 269, 3991, 59.22
ATCENERGY, SM, 12-Feb-2026, 31.35, 32.00, 32.00, 30.85, 31.85, 31.80, 31.35, 18000, 5.64, 15, 13200, 73.33
ATGL, EQ, 12-Feb-2026, 542.25, 542.00, 544.35, 533.00, 535.00, 535.95, 536.75, 241207, 1294.68, 10788, 103043, 42.72
