SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ATHERENERG, EQ, 12-Feb-2026, 716.25, 722.95, 742.85, 714.40, 723.30, 725.75, 726.80, 1717671, 12484.02, 43989, 468930, 27.30
ATL, EQ, 12-Feb-2026, 26.77, 26.50, 27.48, 25.80, 25.85, 26.03, 26.57, 576089, 153.04, 5903, 349239, 60.62
ATLANTAA, EQ, 12-Feb-2026, 44.76, 45.50, 45.50, 43.36, 44.77, 43.72, 43.96, 46786, 20.57, 622, 31132, 66.54
ATLANTAELE, EQ, 12-Feb-2026, 891.75, 891.75, 906.00, 880.10, 896.95, 897.15, 893.13, 56349, 503.27, 3652, 26587, 47.18
ATLASCYCLE, EQ, 12-Feb-2026, 94.99, 94.36, 96.73, 93.00, 94.00, 94.25, 94.16, 758, 0.71, 87, 495, 65.30
ATLPP, E1, 12-Feb-2026, 12.01, 12.31, 12.31, 10.96, 10.96, 10.96, 11.12, 12033, 1.34, 56, 11780, 97.90
ATMASTCO, SM, 12-Feb-2026, 139.50, 137.30, 138.70, 136.10, 138.60, 137.95, 137.11, 6800, 9.32, 17, 4800, 70.59
ATUL, EQ, 12-Feb-2026, 6664.00, 6610.00, 6714.00, 6515.00, 6601.00, 6628.50, 6639.71, 27128, 1801.22, 7832, 13229, 48.77
ATULAUTO, EQ, 12-Feb-2026, 500.35, 500.35, 527.20, 495.60, 508.20, 512.25, 512.74, 490896, 2517.04, 14312, 94851, 19.32
AUBANK, EQ, 12-Feb-2026, 990.25, 990.25, 1002.95, 980.30, 999.30, 1000.60, 994.92, 2189502, 21783.89, 48572, 1411594, 64.47
AURIGROW, BE, 12-Feb-2026, 0.36, 0.36, 0.36, 0.35, 0.35, 0.35, 0.35, 8536998, 29.91, 2690, -, -
AURIONPRO, EQ, 12-Feb-2026, 992.35, 983.05, 987.95, 957.00, 968.70, 966.80, 966.37, 93680, 905.29, 8405, 34699, 37.04
AUROIMPEX, SM, 12-Feb-2026, 33.90, 33.90, 34.00, 33.90, 34.00, 34.00, 33.95, 3200, 1.09, 2, 3200, 100.00
AUROPHARMA, EQ, 12-Feb-2026, 1146.60, 1146.60, 1163.00, 1132.10, 1157.60, 1157.90, 1148.65, 1090045, 12520.83, 28528, 473842, 43.47
AURUM, EQ, 12-Feb-2026, 176.66, 179.30, 179.30, 174.46, 177.45, 176.08, 175.76, 21560, 37.89, 618, 10433, 48.39
AUSL, SM, 12-Feb-2026, 23.00, 23.05, 23.50, 23.05, 23.50, 23.50, 23.41, 10000, 2.34, 3, 10000, 100.00
AUSOMENT, BE, 12-Feb-2026, 110.06, 109.00, 114.00, 106.75, 109.01, 110.54, 108.29, 4773, 5.17, 87, -, -
AUTOAXLES, EQ, 12-Feb-2026, 1947.90, 1947.80, 2048.00, 1910.10, 2000.00, 2000.70, 2000.19, 36841, 736.89, 5733, 16124, 43.77
AUTOBEES, EQ, 12-Feb-2026, 292.88, 293.00, 293.97, 291.20, 291.87, 292.36, 292.77, 281313, 823.60, 3408, 146815, 52.19
AUTOIETF, EQ, 12-Feb-2026, 29.36, 29.50, 29.50, 29.13, 29.26, 29.28, 29.28, 548736, 160.69, 2127, 411908, 75.06
AUTOIND, EQ, 12-Feb-2026, 81.72, 81.72, 81.72, 79.80, 80.68, 80.11, 80.49, 27447, 22.09, 531, 13997, 51.00
AVADHSUGAR, EQ, 12-Feb-2026, 349.95, 355.00, 355.00, 342.85, 344.00, 344.45, 346.83, 35068, 121.62, 748, 23562, 67.19
AVALON, EQ, 12-Feb-2026, 1053.30, 1053.30, 1082.90, 1039.10, 1082.00, 1078.75, 1068.55, 184980, 1976.60, 12955, 94035, 50.84
AVANA, SM, 12-Feb-2026, 68.10, 69.90, 71.50, 69.90, 71.50, 71.50, 70.55, 14000, 9.88, 7, 14000, 100.00
AVANTEL, EQ, 12-Feb-2026, 154.13, 154.80, 154.80, 150.10, 151.01, 151.31, 152.34, 835185, 1272.36, 8446, 363649, 43.54
AVANTIFEED, EQ, 12-Feb-2026, 1193.50, 1175.00, 1432.20, 1173.45, 1432.20, 1414.75, 1354.91, 12569625, 170307.32, 320877, 1595789, 12.70
AVG, EQ, 12-Feb-2026, 147.68, 153.92, 153.92, 146.83, 149.40, 149.16, 149.27, 5896, 8.80, 236, 3222, 54.65
AVIANSH, SM, 12-Feb-2026, 116.00, 115.00, 116.25, 115.00, 116.25, 116.25, 115.54, 6000, 6.93, 5, 5000, 83.33
AVL, EQ, 12-Feb-2026, 521.60, 521.60, 534.85, 512.50, 515.00, 516.45, 527.05, 215094, 1133.66, 16089, 98740, 45.91
AVONMORE, EQ, 12-Feb-2026, 15.01, 15.08, 15.24, 14.60, 14.89, 14.69, 14.90, 182092, 27.14, 549, 134835, 74.05
AVPINFRA, SM, 12-Feb-2026, 119.50, 120.70, 123.15, 118.00, 118.00, 119.35, 120.58, 8000, 9.65, 10, 6400, 80.00
AVROIND, BE, 12-Feb-2026, 132.18, 135.80, 138.78, 132.50, 133.00, 133.00, 133.97, 4265, 5.71, 63, -, -
AVTNPL, EQ, 12-Feb-2026, 67.36, 68.24, 68.24, 66.04, 68.00, 66.97, 66.96, 70131, 46.96, 1083, 47698, 68.01
AWFIS, EQ, 12-Feb-2026, 385.55, 389.00, 389.95, 357.00, 360.25, 359.65, 366.72, 370296, 1357.93, 16002, 220056, 59.43
AWHCL, EQ, 12-Feb-2026, 530.30, 527.65, 529.00, 516.20, 517.00, 517.60, 520.85, 64085, 333.79, 3732, 24527, 38.27
AWL, EQ, 12-Feb-2026, 209.59, 209.74, 209.99, 205.70, 206.50, 206.30, 207.03, 980045, 2029.02, 14115, 507645, 51.80
AXISBANK, EQ, 12-Feb-2026, 1347.30, 1347.90, 1357.70, 1336.20, 1337.00, 1340.00, 1342.61, 4152620, 55753.63, 136392, 2590275, 62.38
AXISBNKETF, EQ, 12-Feb-2026, 624.64, 623.67, 625.97, 623.04, 625.36, 623.72, 624.94, 3662, 22.89, 90, 148, 4.04
AXISBPSETF, EQ, 12-Feb-2026, 13.14, 13.19, 13.27, 13.09, 13.19, 13.18, 13.18, 17388, 2.29, 321, 10337, 59.45
AXISCADES, EQ, 12-Feb-2026, 1300.40, 1365.40, 1365.40, 1340.00, 1365.40, 1365.40, 1365.02, 396365, 5410.45, 2511, 166653, 42.05
AXISCETF, EQ, 12-Feb-2026, 123.46, 122.42, 123.30, 122.34, 122.41, 122.79, 122.68, 1302, 1.60, 30, 1244, 95.55
AXISGOLD, EQ, 12-Feb-2026, 129.58, 126.34, 131.99, 126.34, 129.74, 129.71, 129.56, 3488904, 4520.15, 6091, 2735971, 78.42
AXISHCETF, EQ, 12-Feb-2026, 147.66, 147.21, 147.84, 145.93, 147.66, 147.59, 147.08, 6451, 9.49, 61, 4486, 69.54
AXISILVER, EQ, 12-Feb-2026, 256.09, 255.44, 256.80, 253.07, 254.30, 254.48, 255.26, 774063, 1975.84, 5609, 432407, 55.86
AXISNIFTY, EQ, 12-Feb-2026, 285.50, 292.63, 292.63, 282.64, 284.12, 284.06, 284.20, 6038, 17.16, 276, 3952, 65.45
AXISTECETF, EQ, 12-Feb-2026, 384.67, 379.01, 379.01, 362.89, 362.95, 363.42, 367.76, 15029, 55.27, 424, 12430, 82.71
AXISVALUE, EQ, 12-Feb-2026, 34.01, 34.97, 34.97, 33.60, 34.00, 33.87, 33.84, 60997, 20.64, 339, 42998, 70.49
AXITA, BE, 12-Feb-2026, 10.59, 10.83, 10.85, 10.50, 10.75, 10.74, 10.73, 500015, 53.68, 1562, -, -
AXSENSEX, EQ, 12-Feb-2026, 86.62, 86.99, 86.99, 86.15, 86.42, 86.44, 86.53, 1443, 1.25, 38, 806, 55.86
AYMSYNTEX, EQ, 12-Feb-2026, 190.60, 190.66, 191.92, 176.00, 176.10, 181.03, 185.10, 6384, 11.82, 345, 2700, 42.29
AZAD, EQ, 12-Feb-2026, 1635.10, 1635.10, 1643.00, 1598.30, 1609.80, 1610.80, 1621.97, 138824, 2251.69, 10454, 76133, 54.84
BABAFP, SM, 12-Feb-2026, 25.20, 25.75, 26.00, 25.75, 26.00, 26.00, 25.88, 3200, 0.83, 2, 3200, 100.00
BAFNAPH, BE, 12-Feb-2026, 128.26, 126.10, 127.48, 122.00, 122.70, 123.77, 124.05, 4345, 5.39, 67, -, -
BAGDIGITAL, SM, 12-Feb-2026, 111.50, 112.00, 114.75, 111.00, 114.75, 114.55, 113.54, 20800, 23.62, 6, 20800, 100.00
BAGFILMS, EQ, 12-Feb-2026, 5.79, 5.89, 6.20, 5.74, 5.78, 5.83, 5.93, 95984, 5.69, 298, 75217, 78.36
BAHETI, SM, 12-Feb-2026, 593.15, 597.95, 598.00, 593.00, 595.95, 595.00, 596.58, 16125, 96.20, 30, 9000, 55.81
BAIDFIN, EQ, 12-Feb-2026, 11.32, 11.32, 11.68, 11.22, 11.51, 11.40, 11.43, 95272, 10.89, 328, 64048, 67.23
BAJAJ-AUTO, EQ, 12-Feb-2026, 9869.50, 9876.50, 9930.00, 9809.50, 9840.00, 9840.00, 9865.54, 372062, 36705.92, 32825, 235415, 63.27
BAJAJCON, EQ, 12-Feb-2026, 389.00, 389.00, 395.75, 371.00, 378.00, 378.30, 381.75, 1231759, 4702.30, 25452, 576524, 46.80
BAJAJELEC, EQ, 12-Feb-2026, 389.75, 389.05, 391.30, 382.10, 383.90, 384.40, 386.41, 188067, 726.71, 8141, 76822, 40.85
BAJAJFINSV, EQ, 12-Feb-2026, 2027.00, 2025.00, 2041.90, 2012.10, 2034.00, 2037.10, 2033.96, 637754, 12971.63, 46658, 260899, 40.91
BAJAJHCARE, EQ, 12-Feb-2026, 375.10, 375.00, 375.05, 364.10, 368.05, 366.30, 369.72, 42508, 157.16, 2382, 19436, 45.72
BAJAJHFL, EQ, 12-Feb-2026, 91.11, 91.21, 91.25, 89.80, 90.40, 90.39, 90.36, 3790725, 3425.42, 30083, 1919732, 50.64
BAJAJHIND, EQ, 12-Feb-2026, 17.14, 17.13, 18.12, 16.77, 17.36, 17.37, 17.35, 14157270, 2456.98, 18956, 3659377, 25.85
BAJAJHLDNG, EQ, 12-Feb-2026, 11111.00, 11113.00, 11181.00, 11000.00, 11020.00, 11040.00, 11060.07, 24946, 2759.05, 6977, 11791, 47.27
BAJAJINDEF, EQ, 12-Feb-2026, 282.00, 282.10, 286.75, 268.05, 268.45, 269.70, 274.43, 44787, 122.91, 1694, 27815, 62.11
BAJEL, EQ, 12-Feb-2026, 164.60, 164.60, 164.61, 159.00, 159.05, 159.50, 160.98, 138441, 222.86, 1926, 81372, 58.78
BAJFINANCE, EQ, 12-Feb-2026, 968.95, 968.30, 1002.00, 965.00, 1001.00, 999.10, 991.04, 10346853, 102541.59, 153662, 6143513, 59.38
BALAJEE, EQ, 12-Feb-2026, 35.69, 35.05, 35.90, 34.50, 35.90, 35.43, 34.92, 292546, 102.16, 562, 270922, 92.61
BALAJIPHOS, SM, 12-Feb-2026, 140.50, 140.50, 140.50, 138.50, 138.50, 138.75, 139.67, 6000, 8.38, 6, 5000, 83.33
BALAJITELE, EQ, 12-Feb-2026, 96.57, 96.57, 97.50, 91.59, 93.09, 93.02, 95.48, 614010, 586.23, 3784, 216535, 35.27
BALAMINES, EQ, 12-Feb-2026, 1112.50, 1111.90, 1114.40, 1096.50, 1097.30, 1105.20, 1106.54, 70959, 785.19, 4599, 26617, 37.51
BALAXI, EQ, 12-Feb-2026, 22.04, 22.86, 22.86, 21.82, 22.20, 21.96, 22.07, 70587, 15.58, 542, 52813, 74.82
BALCO, SM, 12-Feb-2026, 23.50, 23.50, 23.50, 23.50, 23.50, 23.50, 23.50, 1200, 0.28, 1, 1200, 100.00
BALKRISHNA, EQ, 12-Feb-2026, 16.98, 16.99, 16.99, 16.50, 16.52, 16.71, 16.72, 6035, 1.01, 106, 4097, 67.89
BALKRISIND, EQ, 12-Feb-2026, 2679.60, 2679.60, 2694.60, 2609.00, 2634.90, 2641.30, 2637.59, 111780, 2948.30, 22992, 59698, 53.41
BALMLAWRIE, EQ, 12-Feb-2026, 181.10, 180.75, 180.91, 178.52, 179.00, 179.23, 179.37, 50156, 89.97, 1517, 30718, 61.24
BALPHARMA, EQ, 12-Feb-2026, 71.74, 73.40, 76.99, 72.43, 75.52, 75.09, 74.96, 23578, 17.67, 742, 13915, 59.02
BALRAMCHIN, EQ, 12-Feb-2026, 461.20, 462.15, 464.00, 456.95, 460.00, 460.45, 460.90, 234844, 1082.40, 8515, 124825, 53.15
BALUFORGE, EQ, 12-Feb-2026, 508.25, 508.25, 515.00, 491.30, 501.70, 503.00, 505.11, 1031259, 5209.02, 16007, 471853, 45.76
BANARBEADS, EQ, 12-Feb-2026, 127.47, 128.89, 128.89, 121.00, 121.00, 123.47, 124.22, 1077, 1.34, 84, 800, 74.28
BANARISUG, EQ, 12-Feb-2026, 3601.40, 3603.30, 3610.50, 3591.00, 3599.00, 3595.60, 3600.44, 170, 6.12, 77, 94, 55.29
BANCOINDIA, EQ, 12-Feb-2026, 690.15, 690.00, 700.90, 667.95, 693.00, 690.90, 688.45, 419990, 2891.42, 22454, 117913, 28.08
BANDHANBNK, EQ, 12-Feb-2026, 168.26, 168.00, 170.10, 164.49, 170.00, 169.54, 168.03, 26226742, 44068.17, 78302, 17405992, 66.37
BANG, EQ, 12-Feb-2026, 45.13, 45.38, 45.40, 44.00, 44.05, 44.28, 44.58, 9889, 4.41, 237, 5059, 51.16
BANKA, EQ, 12-Feb-2026, 60.88, 61.06, 66.90, 60.40, 61.00, 61.37, 62.42, 21551, 13.45, 268, 13112, 60.84
BANKADD, EQ, 12-Feb-2026, 61.99, 61.99, 62.11, 61.83, 62.02, 62.02, 61.96, 30685, 19.01, 154, 29784, 97.06
BANKBARODA, EQ, 12-Feb-2026, 291.20, 291.20, 292.00, 287.80, 289.25, 289.85, 289.84, 6441099, 18668.79, 80729, 3663629, 56.88
BANKBEES, EQ, 12-Feb-2026, 627.67, 628.99, 628.99, 624.67, 627.00, 627.87, 627.73, 574853, 3608.53, 9268, 435035, 75.68
BANKBETA, EQ, 12-Feb-2026, 62.61, 62.89, 62.89, 62.45, 62.76, 62.73, 62.74, 2087839, 1309.95, 1560, 2060132, 98.67
BANKBETF, EQ, 12-Feb-2026, 61.53, 61.53, 61.65, 61.32, 61.58, 61.57, 61.57, 8316, 5.12, 264, 7779, 93.54
BANKETF, EQ, 12-Feb-2026, 616.21, 619.29, 619.29, 615.38, 617.00, 615.86, 616.04, 4352, 26.81, 131, 3359, 77.18
BANKIETF, EQ, 12-Feb-2026, 62.15, 61.89, 62.35, 61.89, 62.35, 62.26, 62.26, 2166567, 1348.86, 2823, 2068302, 95.46
BANKINDIA, EQ, 12-Feb-2026, 167.13, 166.20, 166.90, 163.54, 165.13, 165.28, 165.02, 5243794, 8653.45, 30683, 2032668, 38.76
BANKNIFTY1, EQ, 12-Feb-2026, 627.53, 627.54, 630.00, 626.66, 629.60, 629.34, 629.37, 251719, 1584.24, 1679, 240405, 95.51
BANKPSU, EQ, 12-Feb-2026, 92.77, 92.77, 93.28, 92.10, 92.65, 92.70, 92.75, 20698, 19.20, 319, 13493, 65.19
BANSALWIRE, EQ, 12-Feb-2026, 277.75, 280.95, 281.00, 273.10, 274.80, 278.05, 276.49, 40446, 111.83, 1379, 15489, 38.30
BANSWRAS, EQ, 12-Feb-2026, 119.90, 120.68, 121.11, 117.11, 120.05, 120.51, 119.19, 24011, 28.62, 822, 12520, 52.14
BARFLEX, SM, 12-Feb-2026, 63.10, 63.15, 63.15, 62.80, 63.15, 63.15, 63.03, 6000, 3.78, 3, 6000, 100.00
BASF, EQ, 12-Feb-2026, 3849.70, 3849.70, 3853.70, 3753.00, 3755.80, 3769.10, 3778.19, 14947, 564.73, 3301, 7717, 51.63
BASILIC, SM, 12-Feb-2026, 287.65, 285.35, 285.35, 276.75, 279.50, 280.30, 281.43, 9600, 27.02, 26, 8100, 84.38
BASML, EQ, 12-Feb-2026, 24.80, 25.30, 25.30, 24.50, 24.51, 24.59, 24.69, 61737, 15.24, 367, 38588, 62.50
BATAINDIA, EQ, 12-Feb-2026, 905.00, 904.00, 904.00, 880.00, 880.05, 883.85, 886.89, 118904, 1054.54, 9722, 53696, 45.16
BAYERCROP, EQ, 12-Feb-2026, 4762.40, 4880.00, 4966.80, 4700.00, 4810.30, 4832.90, 4820.15, 116797, 5629.78, 20794, 28408, 24.32
BBETF0432, EQ, 12-Feb-2026, 1308.38, 1312.44, 1312.44, 1308.56, 1310.99, 1309.59, 1309.11, 2229, 29.18, 48, 2039, 91.48
BBL, EQ, 12-Feb-2026, 2542.10, 2556.60, 2569.30, 2503.10, 2513.00, 2515.70, 2539.03, 20732, 526.39, 4482, 10860, 52.38
BBNPNBETF, EQ, 12-Feb-2026, 61.14, 61.16, 61.28, 60.77, 61.21, 61.05, 61.14, 1672, 1.02, 26, 641, 38.34
BBNPPGOLD, EQ, 12-Feb-2026, 150.60, 151.25, 151.75, 150.10, 150.50, 150.45, 150.64, 3023, 4.55, 158, 2160, 71.45
BBOX, EQ, 12-Feb-2026, 582.15, 576.95, 588.95, 547.25, 570.60, 577.75, 566.72, 1856612, 10521.73, 41160, 595169, 32.06
BBTC, EQ, 12-Feb-2026, 1854.20, 1865.50, 1865.50, 1803.20, 1808.00, 1813.00, 1822.06, 30146, 549.28, 3515, 11382, 37.76
BBTCL, EQ, 12-Feb-2026, 187.94, 188.29, 190.00, 185.00, 186.25, 186.25, 186.24, 379, 0.71, 22, 370, 97.63
BCG, EQ, 12-Feb-2026, 14.19, 14.76, 15.10, 13.65, 14.10, 14.23, 14.39, 61632446, 8867.83, 55875, 16308936, 26.46
BCLIND, EQ, 12-Feb-2026, 31.81, 31.81, 31.99, 30.60, 30.90, 30.92, 31.28, 508890, 159.17, 2326, 242944, 47.74
BCONCEPTS, EQ, 12-Feb-2026, 287.45, 281.00, 319.90, 281.00, 318.75, 314.05, 299.99, 9851, 29.55, 578, 4986, 50.61
BDL, EQ, 12-Feb-2026, 1282.60, 1279.00, 1285.00, 1256.00, 1272.50, 1271.60, 1270.79, 1009251, 12825.43, 30970, 235997, 23.38
BEACON, ST, 12-Feb-2026, 88.05, 88.00, 89.75, 87.30, 89.75, 89.30, 88.65, 7000, 6.21, 7, 7000, 100.00
BEARDSELL, EQ, 12-Feb-2026, 29.37, 30.79, 30.79, 28.00, 28.04, 28.61, 28.75, 12165, 3.50, 429, 5933, 48.77
BECTORFOOD, EQ, 12-Feb-2026, 219.21, 222.50, 222.50, 211.29, 212.46, 212.64, 215.12, 447517, 962.72, 19925, 247441, 55.29
BEDMUTHA, EQ, 12-Feb-2026, 135.47, 135.53, 141.70, 133.41, 137.69, 138.60, 138.27, 28470, 39.36, 445, 21859, 76.78
BEL, EQ, 12-Feb-2026, 437.55, 437.00, 444.95, 434.60, 444.00, 443.90, 441.67, 16140306, 71286.67, 155219, 7506038, 46.50
BELLACASA, EQ, 12-Feb-2026, 315.90, 328.95, 328.95, 309.90, 313.95, 314.35, 314.26, 7609, 23.91, 560, 4158, 54.65
BELRISE, EQ, 12-Feb-2026, 191.81, 191.80, 192.67, 187.10, 188.33, 188.27, 189.36, 6584472, 12468.68, 61217, 2628029, 39.91
BEML, EQ, 12-Feb-2026, 1767.60, 1752.10, 1767.40, 1725.40, 1744.00, 1740.40, 1744.43, 246745, 4304.30, 18487, 102568, 41.57
BEPL, EQ, 12-Feb-2026, 86.89, 86.93, 87.00, 85.50, 85.50, 85.96, 86.23, 212209, 182.99, 2165, 104096, 49.05
BERGEPAINT, EQ, 12-Feb-2026, 458.50, 460.45, 465.40, 457.25, 460.05, 460.75, 462.46, 952165, 4403.37, 28910, 604964, 63.54
BESTAGRO, BE, 12-Feb-2026, 18.82, 18.73, 19.39, 18.26, 19.28, 19.26, 18.66, 597677, 111.54, 1365, -, -
BETA, EQ, 12-Feb-2026, 1353.50, 1353.50, 1398.00, 1313.50, 1340.00, 1344.30, 1354.67, 8879, 120.28, 1346, 3204, 36.09
BEWLTD, SM, 12-Feb-2026, 103.15, 102.95, 103.00, 101.65, 102.00, 102.00, 102.42, 6500, 6.66, 13, 4500, 69.23
BFINVEST, EQ, 12-Feb-2026, 422.75, 421.05, 423.45, 410.70, 415.50, 414.15, 416.42, 17404, 72.47, 1065, 9840, 56.54
BFSI, EQ, 12-Feb-2026, 29.19, 29.48, 29.48, 29.17, 29.32, 29.29, 29.25, 185785, 54.35, 830, 166685, 89.72
BFUTILITIE, BZ, 12-Feb-2026, 543.20, 551.50, 551.50, 525.75, 535.00, 535.35, 538.04, 9271, 49.88, 283, -, -
BGRENERGY, EQ, 12-Feb-2026, 350.55, 355.00, 359.70, 345.20, 346.00, 345.90, 350.33, 75150, 263.27, 1786, 43830, 58.32
BHADORA, SM, 12-Feb-2026, 74.80, 71.20, 71.25, 71.00, 71.20, 71.20, 71.08, 10800, 7.68, 5, 8400, 77.78
BHAGCHEM, EQ, 12-Feb-2026, 224.59, 221.20, 223.27, 216.10, 216.36, 217.49, 219.77, 27477, 60.39, 1061, 15367, 55.93
BHAGERIA, EQ, 12-Feb-2026, 163.41, 163.00, 163.00, 158.50, 159.00, 159.15, 160.19, 33140, 53.09, 799, 19813, 59.79
BHAGYANGR, BE, 12-Feb-2026, 165.24, 164.00, 165.99, 160.00, 161.45, 161.53, 161.92, 83459, 135.13, 1194, -, -
BHANDARI, EQ, 12-Feb-2026, 4.25, 4.30, 4.35, 4.00, 4.05, 4.02, 4.10, 495259, 20.33, 983, 299630, 60.50
BHARATCOAL, EQ, 12-Feb-2026, 36.69, 36.60, 36.60, 35.80, 35.99, 36.03, 36.24, 8157678, 2956.49, 31440, 4215176, 51.67
BHARATFORG, EQ, 12-Feb-2026, 1676.40, 1676.00, 1756.90, 1619.60, 1713.70, 1726.70, 1702.61, 5012665, 85346.17, 144440, 1344742, 26.83
BHARATGEAR, EQ, 12-Feb-2026, 115.43, 115.43, 116.60, 111.50, 112.10, 112.21, 113.43, 24325, 27.59, 732, 15615, 64.19
BHARATRAS, EQ, 12-Feb-2026, 1793.10, 1804.80, 1804.80, 1719.00, 1752.50, 1745.60, 1746.26, 16065, 280.54, 2498, 7182, 44.71
BHARATSE, EQ, 12-Feb-2026, 170.83, 173.17, 173.17, 166.30, 168.00, 168.37, 168.19, 59460, 100.01, 1745, 30469, 51.24
BHARATWIRE, EQ, 12-Feb-2026, 175.87, 175.55, 177.97, 172.59, 176.00, 175.79, 175.81, 96841, 170.26, 1414, 50294, 51.93
BHARTIARTL, EQ, 12-Feb-2026, 2012.10, 2019.20, 2027.00, 2009.10, 2016.20, 2014.50, 2018.03, 7437690, 150095.12, 171559, 4388187, 59.00
BHARTIHEXA, EQ, 12-Feb-2026, 1689.30, 1685.30, 1692.00, 1664.00, 1687.00, 1681.90, 1677.69, 65791, 1103.77, 9678, 37147, 56.46
BHEL, EQ, 12-Feb-2026, 260.65, 259.00, 265.80, 259.00, 259.60, 260.60, 262.27, 69540657, 182384.63, 122406, 44679678, 64.25
BIGBLOC, EQ, 12-Feb-2026, 57.75, 58.50, 58.50, 56.50, 56.73, 57.08, 57.13, 63391, 36.22, 1256, 32177, 50.76
BIKAJI, EQ, 12-Feb-2026, 666.50, 666.45, 668.05, 651.70, 653.90, 654.30, 658.94, 119995, 790.69, 11908, 73845, 61.54
BIKEWO, ST, 12-Feb-2026, 19.20, 18.60, 19.25, 18.60, 19.25, 19.25, 19.00, 10000, 1.90, 5, 6000, 60.00
BIL, EQ, 12-Feb-2026, 954.10, 970.00, 978.55, 860.10, 890.00, 892.45, 913.46, 11944, 109.10, 1027, 5971, 49.99
BILVYAPAR, BE, 12-Feb-2026, 7.09, 7.39, 7.39, 6.90, 7.20, 7.17, 7.15, 7129, 0.51, 62, -, -
BIOCON, EQ, 12-Feb-2026, 375.20, 377.20, 389.20, 371.25, 376.20, 375.05, 379.40, 8323909, 31580.52, 79274, 2310214, 27.75
BIOFILCHEM, EQ, 12-Feb-2026, 37.86, 37.43, 38.06, 36.55, 36.56, 36.95, 37.34, 18601, 6.95, 306, 11865, 63.79
BIRDYS, SM, 12-Feb-2026, 117.00, 118.00, 118.00, 118.00, 118.00, 118.00, 118.00, 1200, 1.42, 1, 1200, 100.00
BIRET, RR, 12-Feb-2026, 365.92, 368.15, 369.65, 362.00, 364.97, 363.28, 365.46, 203775, 744.71, 6125, 170483, 83.66
BIRLACABLE, EQ, 12-Feb-2026, 149.32, 147.00, 147.51, 137.81, 143.49, 143.41, 142.69, 79122, 112.90, 2096, 35343, 44.67
BIRLACORPN, EQ, 12-Feb-2026, 1098.40, 1098.40, 1098.40, 1072.10, 1076.00, 1075.00, 1083.31, 36453, 394.90, 4526, 19098, 52.39
